album_name,ep,album_release,track_number,track_name,artist,featuring,bonus_track,promotional_release,single_release,track_release,danceability,energy,loudness,acousticness,instrumentalness,valence,tempo,duration_ms,explicit,key,mode,key_name,mode_name,key_mode,lyrics,has_lyrics
reputation,False,2017-11-10,10.0,King Of My Heart,Taylor Swift,,True,,,2017-11-10,0.39,0.31,0.33,0.96,0.77,0.79,109.96,214320.0,False,0.0,1.0,C,major,C major,"I'm perfectly fine, I live on my own
I made up my mind, I'm better off bein' alone
We met a few weeks ago
Now you try on callin' me Baby, like tryin' on clothes

So prove to me I'm your American Queen
And you move to me like I'm a Motown beat
And we rule the kingdom inside my room
'Cause all the boys and their expensive cars
With their Range Rovers and their Jaguars
Never took me quite where you do

And all at once, you are the one I have been waiting for
King of my heart, body and soul, ooh whoa
And all at once, you're all I want I'll never let you go
King of my heart, body and soul, ooh whoa

And all at once, I've been waiting, waiting
Ooh whoa, ooh whoa
And all at once, you are the one, I have been waiting, waiting
Body and soul, ooh whoa
And all at once

Late in the night, the city's asleep
Your love is a secret I'm hoping, dreaming, dying to keep
Change my priorities
The taste of your lips is my idea of luxury

So prove to me I'm your American Queen
And you move to me like I'm a Motown beat
And we rule the kingdom inside my room
(Inside my room, oh)
'Cause all the boys and their expensive cars
With their Range Rovers and their Jaguars
Never took me quite where you do
(Where you do)

And all at once, you are the one I have been waiting for
King of my heart, body and soul, ooh whoa
And all at once, you're all I want I'll never let you go
King of my heart, body and soul, ooh whoa

And all at once, I've been waiting, waiting
Ooh whoa, ooh whoa
And all at once, you are the one, I have been waiting, waiting
Body and soul, ooh whoa
And all at once

Is the end of all the endings?
My broken bones are mending
With all these nights we're spending
Up on the roof with a school girl crush
Drinking beer out of plastic cups
Say you fancy me, not fancy stuff
Baby, all at once, this is enough

And all at once, you are the one I have been waiting for
King of my heart, body and soul, ooh whoa
And all at once, you are the one I have been waiting for
King of my heart, body and soul, ooh whoa
And all at once, you're all I want, I'll never let you go
King of my heart, body and soul, ooh whoa

And all at once, I've been waiting, waiting
Ooh whoa, ooh whoa
And all at once, 'cause you're the one I have been waiting, waiting
Body and soul, ooh whoa
And all at once",True
reputation,False,2017-11-10,11.0,Dancing With Our Hands Tied,Taylor Swift,,True,,,2017-11-10,0.48,0.31,0.3,0.97,0.76,0.5,161.5,211506.0,False,3.0,0.0,D#,minor,D# minor,"I, I loved you in secret
First sight, yeah, we love without reason
Oh, 25 years old
Oh, how were you to know and

My, my love had been frozen
Deep blue, but you painted me golden
Oh, and you held me close
Oh, how was I to know I

I could've spent forever with your hands in my pockets
Picture of your face in an invisible locket
You said there was nothing in the world that could stop it
I had a bad feeling
And darling, you had turned my bed into a sacred oasis
People started talking, putting us through our paces
I knew there was no one in the world who could take it
I had a bad feeling

But we were dancing
Dancing with our hands tied, hands tied
Yeah, we were dancing
Like it was the first time, first time
Yeah, we were dancing
Dancing with our hands tied, hands tied
Yeah, we were dancing
And I had a bad feeling
But we were dancing

I, I loved you in spite of
Deep fears that the world would divide us
So, baby, can we dance
Oh, through an avalanche? And
Say, say that we got it, I'm a
Mess but I'm the mess that you wanted
Oh, 'cause it's gravity
Oh, keeping you with me

I could've spent forever with your hands in my pockets
Picture of your face in an invisible locket
You said there was nothing in the world that could stop it
I had a bad feeling

But we were dancing
Dancing with our hands tied, hands tied
Yeah, we were dancing
Like it was the first time, first time
Yeah, we were dancing
Dancing with our hands tied, hands tied
Yeah, we were dancing (Ooh, we had our hands tied)
And I had a bad feeling
But we were dancing

I'd kiss you as the lights went out
Swaying as the room burned down
I'd hold you as the water rushes in
If I could dance with you again
I'd kiss you as the lights went out
Swaying as the room burned down
I'd hold you as the water rushes in
If I could dance with you again

Dancing with our hands tied, hands tied
Yeah, we were dancing
Like it was the first time, first time
Yeah, we were dancing
Dancing with our hands tied, hands tied
Yeah, we were dancing
And I had a bad feeling
But we were dancing

Hands tied, hands tied",True
reputation,False,2017-11-10,12.0,Dress,Taylor Swift,,True,,,2017-11-10,0.46,0.29,0.39,0.95,0.78,0.49,120.19,230373.0,False,0.0,0.0,C,minor,C minor,"Our secret moments in a crowded room
They got no idea about me and you
There is an indentation in the shape of you
Made your mark on me, a golden tattoo

All of this silence and patience, pining and anticipation
My hands are shaking from holding back from you (ah, ah, ah)
All of this silence and patience, pining and desperately waiting
My hands are shaking from all this (ah, ha, ha, ha)

Say my name and everything just stops
I don't want you like a best friend
Only bought this dress so you could take it off
Take it off (ha, ha, ha)
Carve your name into my bedpost
'Cause I don't want you like a best friend
Only bought this dress so you could take it off
Take it off (ha, ha, ha, ha)

Inescapable, I'm not even gonna try
And if I get burned, at least we were electrified
I'm spilling wine in the bathtub
You kiss my face and we're both drunk
Everyone thinks that they know us
But they know nothing about

All of this silence and patience, pining and anticipation
My hands are shaking from holding back from you (ah, ah, ah)
All of this silence and patience, pining and desperately waiting
My hands are shaking from all this (ah, ha, ha, ha)

Say my name and everything just stops
I don't want you like a best friend
Only bought this dress so you could take it off
Take it off (ha, ha, ha)
Carve your name into my bedpost
'Cause I don't want you like a best friend
Only bought this dress so you could take it off, take it off

Only bought this dress so you could take it off, take it off
Only bought this dress so you could take it off

Flashback when you met me
Your buzzcut and my hair bleached
Even in my worst times, you could see the best of me
Flashback to my mistakes
My rebounds, my earthquakes
Even in my worst light, you saw the truth in me
And I woke up just in time
Now I wake up by your side
My one and only, my lifeline
I woke up just in time
Now I wake up by your side
My hands shake, I can't explain this
Aha, ha, ha, ha

Say my name and everything just stops
I don't want you like a best friend
Only bought this dress so you could take it off, take it off
(Ha, ha, ha)
Carve your name into my bedpost
Cause I don't want you like a best friend
Only bought this dress so you could take it off, take it off
(Ha, ha ha)

There is an indentation
In the shape of you
Only bought this dress so you could take it off
You made your mark on me, golden tattoo
Only bought this dress so you could take it off",True
reputation,False,2017-11-10,13.0,This Is Why We Can't Have Nice Things,Taylor Swift,,True,,,2017-11-10,0.45,0.35,0.27,0.93,0.76,0.51,161.5,207133.0,False,0.0,0.0,C,minor,C minor,"124 ContributorsTranslationsFrançaisTürkçeEspañolPortuguêsItalianoDeutschThis Is Why We Can’t Have Nice Things Lyrics[Verse 1]
It was so nice throwing big parties
Jump into the pool from the balcony
Everyone swimming in a champagne sea
And there are no rules when you show up here
Bass beat rattling the chandelier
Feeling so Gatsby for that whole year

[Pre-Chorus]
So, why'd you have to rain on my parade?
I'm shaking my head and locking the gates
[Chorus]
This is why we can't have nice things, darling
Because you break them, I had to take them away
This is why we can't have nice things, honey (Oh)
Did you think I wouldn't hear all the things you said about me?
This is why we can't have nice things

[Verse 2]
It was so nice being friends again
There I was, giving you a second chance
But you stabbed me in the back while shaking my hand
And therein lies the issue, friends don't try to trick you
Get you on the phone and mind-twist you
And so I took an axe to a mended fence

[Pre-Chorus]
But I'm not the only friend you've lost lately (Mm-mm)
If only you weren't so shady
[Chorus]
This is why we can't have nice things, darling (Yeah)
Because you break them, I had to take them away
This is why we can't have nice (Nice things) things (Baby), honey
Did you think I wouldn't hear all the things you said about me?
This is why we can't have—
You might also like[Bridge]
Here's a toast to my real friends
They don't care about the he-said, she-said
And here's to my baby
He ain't reading what they call me lately
And here's to my mama
Had to listen to all this drama
And here's to you
'Cause forgiveness is a nice thing to do
Haha, I can't even say it with a straight face
[Chorus]
This is why we can't have nice things, darling (Darling)
Because you break them, I had to take them away
This is why we can't have nice (Uh-uh) things (Oh, no), honey (Baby, oh)
Did you think I wouldn't hear all the things you said about me?
This is why we can't have nice things, darling
(And here's to my real friends)
Because you break them, I had to take them
(And here's to my baby)
Nice things, honey
(They didn't care about that he-said, she-said)
Did you think I wouldn't hear all the things you said about me?
This is why we can't have nice things55Embed",True
reputation,False,2017-11-10,14.0,Call It What You Want,Taylor Swift,,True,2017-11-03,,2017-11-03,0.44,0.28,0.38,0.95,0.78,0.49,109.96,203506.0,False,9.0,0.0,A,minor,A minor,"My castle crumbled overnight
I brought a knife to a gunfight
They took the crown but it's alright

All the liars are calling me one
Nobody's heard from me for months
I'm doing better than I ever was

'Cause...
My baby's fit like a daydream
Walking with his head down
I'm the one he's walking to

So call it what you want, yeah
Call it what you want to
My baby's fly like a jet stream
High above the whole scene
Loves me like I'm brand new

So call it what you want, yeah
Call it what you want to

All my flowers grew back as thorns
Windows boarded up after the storm
He built a fire just to keep me warm

All the drama queens taking swings
All the jokers dressing up as kings
They fade to nothing when I look at him

And I know I make the same mistakes every time
Bridges burn, I never learn
At least I did one thing right
I did one thing right

I'm laughing with my lover
Making forts under covers
Trust him like a brother
Yeah, you know I did one thing right
Starry eyes sparking up my darkest night

My baby's fit like a daydream
Walking with his head down
I'm the one he's walking to

So call it what you want, yeah
Call it what you want to
My baby's fly like a jet stream
High above the whole scene
Loves me like I'm brand new (call it what you want, call it what you want, call it)
So call it what you want, yeah
Call it what you want to

I want to wear his initial on a chain round my neck
Chain round my neck
Not because he owns me
But 'cause he really knows me
Which is more than they can say, I
I recall late November, holding my breath
Slowly I said, ""You don't need to save me
But would you run away with me?""
Yes (would you run away?)

My baby's fit like a daydream
Walking with his head down
I'm the one he's walking to (call it what you want, call it what you want, call it)
So call it what you want, yeah
Call it what you want to

My baby's fly like a jet stream
High above the whole scene
Loves me like I'm brand new (call it what you want, call it what you want, call it)
So call it what you want, yeah
Call it what you want to

(Call it what you want, call it what you want, call it)
(Call it what you want, call it what you want, call it)
(Call it what you want, call it what you want, call it)
(Call it what you want, call it what you want, call it)
(Call it what you want, call it what you want, call it)
(Call it what you want, call it what you want, call it)
Call it what you want, yeah
Call it what you want... to",True
reputation,False,2017-11-10,15.0,New Year's Day,Taylor Swift,,True,,2017-11-27,2017-11-10,0.51,0.23,0.46,0.97,0.82,0.67,184.57,235466.0,False,0.0,1.0,C,major,C major,"98 ContributorsTranslationsFrançaisTürkçeEspañolСрпскиPortuguêsItalianoDeutschNew Year’s Day Lyrics[Verse 1]
There's glitter on the floor after the party
Girls carrying their shoes down in the lobby
Candle wax and Polaroids on the hardwood floor
You and me from the night before, but

[Chorus]
Don’t read the last page
But I stay when you're lost and I'm scared and you’re turning away
I want your midnights
But I'll be cleaning up bottles with you on New Year's Day
[Verse 2]
You squeeze my hand three times in the back of the taxi
I can tell that it's gonna be a long road
I'll be there if you're the toast of the town, babe
Or if you strike out and you're crawling home

[Chorus]
Don't read the last page
But I stay when it’s hard or it’s wrong or we're making mistakes
I want your midnights
But I’ll be cleaning up bottles with you on New Year's Day

[Post-Chorus]
Hold on to the memories, they will hold on to you
Hold on to the memories, they will hold on to you
Hold on to the memories, they will hold on to you
And I will hold on to you

[Bridge]
Please, don't ever become a stranger
Whose laugh I could recognize anywhere
Please, don't ever become a stranger
Whose laugh I could recognize anywhere

[Verse 3]
There’s glitter on the floor after the party
Girls carrying their shoes down in the lobby
Candle wax and Polaroids on the hardwood floor
You and me forevermore
You might also like[Chorus]
Don't read the last page
But I stay when it's hard or it's wrong or we're making mistakes
I want your midnights
But I'll be cleaning up bottles with you on New Year's Day

[Post-Chorus]
Hold on to the memories, they will hold on to you
Hold on to the memories, they will hold on to you
Hold on to the memories, they will hold on to you
And I will hold on to you

[Outro]
Please, don't ever become a stranger
(To the memories, they will hold on to you)
Whose laugh I could recognize anywhere
(Hold on to the memories, they will hold on to you)
Please, don't ever become a stranger
(Hold on to the memories, they will hold on to you)
Whose laugh I could recognize anywhere
(I will hold on to you)75Embed",True
Lover,False,2019-08-23,1.0,I Forgot That You Existed,Taylor Swift,,True,,,2019-08-23,0.43,0.26,0.34,0.97,0.77,0.49,129.2,170640.0,False,5.0,0.0,F,minor,F minor,"97 ContributorsTranslationsEspañolHrvatskiPortuguêsPolskiItalianoDeutschFrançaisTaylor Swift - I Forgot That You Existed (ترجمه ی فارسی)I Forgot That You Existed Lyrics[Verse 1]
How many days did I spend thinking
'Bout how you did me wrong, wrong, wrong?
Lived in the shade you were throwing
'Til all of my sunshine was gone, gone, gone
And I couldn't get away from ya
In my feelings more than Drake, so yeah
Your name on my lips, tongue-tied
Free rent, living in my mind

[Pre-Chorus]
But then something happened one magical night
[Chorus]
I forgot that you existed
And I thought that it would kill me, but it didn't
And it was so nice
So peaceful and quiet
I forgot that you existed
It isn't love, it isn't hate, it's just indifference
I forgot that you

[Verse 2]
Got out some popcorn
As soon as my rep started going down, down, down
Laughed on the school yard
As soon as I tripped up and hit the ground, ground, ground
And I would've stuck around for ya
Would've fought the whole town, so yeah
Would've been right there, front row
Even if nobody came to your show

[Pre-Chorus]
But you showed who you are, then one magical night

[Chorus]
I forgot that you existed
And I thought that it would kill me, but it didn't
And it was so nice
So peaceful and quiet
I forgot that you existed
It isn't love, it isn't hate, it's just indifference
I forgot that you
You might also like[Bridge]
Sent me a clear message
Taught me some hard lessons
I just forget what they were
It's all just a blur

[Chorus]
I forgot that you existed
And I thought that it would kill me, but it didn't
And it was so nice
So peaceful and quiet
I forgot that you existed
I did, I did, I did
It isn't hate, it's just indifference
It isn't love, it isn't hate, it's just indifference
So, yeah59Embed",True
Lover,False,2019-08-23,2.0,Cruel Summer,Taylor Swift,,True,,2023-06-20,2019-08-23,0.4,0.33,0.25,0.96,0.76,0.49,112.35,178426.0,False,9.0,0.0,A,minor,A minor,"(Yeah, yeah, yeah, yeah)

Fever dream high in the quiet of the night
You know that I caught it (Oh yeah, you're right, I want it)
Bad, bad boy, shiny toy with a price
You know that I bought it (Oh yeah, you're right, I want it)

Killing me slow, out the window
I'm always waiting for you to be waiting below
Devils roll the dice, angels roll their eyes
What doesn't kill me makes me want you more

And it's new, the shape of your body
It's blue, the feeling I've got
And it's ooh, whoa oh
It's a cruel summer
It's cool, that's what I tell 'em
No rules, unbreakable heaven
But ooh, whoa oh
It's a cruel summer
With you

Hang your head low in the glow of the vending machine
I'm not buying (Oh yeah, you're right, I want it)
You say that we'll just screw it up in these trying times
We're not trying (Oh yeah, you're right, I want it)

So cut the headlights, summer's a knife
I'm always waiting for you just to cut to the bone
Devils roll the dice, angels roll their eyes
And if I bleed, you'll be the last to know

Oh, it's new, the shape of your body
It's blue, the feeling I've got
And it's ooh, whoa oh
It's a cruel summer
It's cool, that's what I tell 'em
No rules, unbreakable heaven
But ooh, whoa oh
It's a cruel summer
With you

I'm drunk in the back of the car
And I cried like a baby coming home from the bar (Oh)
Said I'm fine, but it wasn't true
I don't wanna keep secrets just to keep you
And I snuck in through the garden gate
Every night that summer just to seal my fate (Oh)
And I screamed for whatever it's worth
""I love you,"" ain't that the worst thing you ever heard?
He looks up, grinning like a devil

And it's new, the shape of your body
It's blue, the feeling I've got
And it's ooh, whoa oh
It's a cruel summer
It's cool, that's what I tell 'em
No rules, unbreakable heaven
But ooh, whoa oh
It's a cruel summer
With you

I'm drunk in the back of the car
And I cried like a baby coming home from the bar (Oh)
Said I'm fine, but it wasn't true
I don't wanna keep secrets just to keep you
And I snuck in through the garden gate
Every night that summer just to seal my fate (Oh)
And I screamed for whatever it's worth
""I love you,"" ain't that the worst thing you ever heard?
(Yeah, yeah, yeah, yeah)",True
Lover,False,2019-08-23,3.0,Lover,Taylor Swift,,True,,2019-08-16,2019-08-16,0.47,0.34,0.23,0.96,0.75,0.78,103.36,221306.0,False,7.0,1.0,G,major,G major,"We could leave the Christmas lights up 'til January
This is our place, we make the rules
And there's a dazzling haze, a mysterious way about you dear
Have I known you 20 seconds or 20 years?

Can I go where you go?
Can we always be this close forever and ever?
And ah, take me out, and take me home
You're my, my, my, my lover

We could let our friends crash in the living room
This is our place, we make the call
And I'm highly suspicious that everyone who sees you wants you
I've loved you three summers now, honey, but I want 'em all

Can I go where you go?
Can we always be this close forever and ever?
And ah, take me out, and take me home (Forever and ever)
You're my, my, my, my lover

Ladies and gentlemen, will you please stand?
With every guitar string scar on my hand
I take this magnetic force of a man to be my lover
My heart’s been borrowed and yours has been blue
All’s well that ends well to end up with you
Swear to be overdramatic and true to my lover
And you'll save all your dirtiest jokes for me
And at every table, I'll save you a seat, lover

Can I go where you go?
Can we always be this close forever and ever?
And ah, take me out, and take me home (Forever and ever)
You're my, my, my, my
Oh, you're my, my, my, my
Darling, you're my, my, my, my lover",True
Lover,False,2019-08-23,4.0,The Man,Taylor Swift,,True,,2020-01-27,2019-08-23,0.44,0.33,0.27,0.96,0.75,0.79,109.96,190360.0,False,7.0,1.0,G,major,G major,"I would be complex, I would be cool
They'd say I played the field before I found someone to commit to
And that would be okay for me to do
Every conquest I had made would make me more of a boss to you

I’d be a fearless leader
I'd be an alpha type
When everyone believes ya
What's that like?

I’m so sick of running as fast as I can
Wondering if I'd get there quicker if I was a man
And I'm so sick of them coming at me again
'Cause if I was a man, then I'd be the man
I'd be the man
I'd be the man

They'd say I hustled, put in the work
They wouldn’t shake their heads and question how much of this I deserve
What I was wearing, if I was rude
Could all be separated from my good ideas and power moves
And they would toast to me, oh, let the players play
I’d be just like Leo in Saint Tropez

I'm so sick of running as fast as I can
Wondering if I’d get there quicker if I was a man
And I'm so sick of them coming at me again
'Cause if I was a man, then I'd be the man
I’d be the man
I'd be the man

What's it like to brag about drinking and dollars
And getting bitches and models?
And it's all good if you're bad
And it's okay if you're mad
If I was out flashing my dollars, I'd be a bitch not a baller
They'd paint me out to be bad
So, it's okay that I'm mad

I'm so sick of running as fast as I can
Wondering if I'd get there quicker if I was a man (You know that)
And I'm so sick of them coming at me again (Coming at me again)
'Cause if I was a man (If I was a man)
Then I'd be the man (Then I'd be the man)
I'm so sick of running as fast as I can (As fast as I can)
Wondering if I'd get there quicker if I was a man (Hey)
And I'm so sick of them coming at me again (Coming at me again)
'Cause if I was a man (If I was a man), then I'd be the man
I'd be the man
I'd be the man (Oh)
I'd be the man (Yeah)
I'd be the man (I'd be the man)

If I was a man, then I'd be the man",True
Lover,False,2019-08-23,5.0,The Archer,Taylor Swift,,True,2019-07-23,,2019-07-23,0.43,0.29,0.28,0.98,0.77,0.38,123.05,211240.0,False,0.0,0.0,C,minor,C minor,"Combat, I'm ready for combat
I say I don't want that, but what if I do?
'Cause cruelty wins in the movies
I've got a hundred thrown-out speeches I almost said to you

Easy they come, easy they go
I jump from the train, I ride off alone
I never grew up, it's getting so old
Help me hold on to you

I've been the archer, I've been the prey
Who could ever leave me, darling
But who could stay?

Dark side, I search for your dark side
But what if I'm alright, right, right, right here?
And I cut off my nose just to spite my face
Then hate my reflection for years and years

I wake in the night, I pace like a ghost
The room is on fire, invisible smoke
And all of my heroes die all alone
Help me hold on to you

I've been the archer, I've been the prey
Screaming, who could ever leave me, darling
But who could stay?
(I see right through me, I see right through me)

'Cause they see right through me
They see right through me
They see right through
Can you see right through me?
They see right through
They see right through me
I see right through me
I see right through me

All the king's horses, all the king's men
Couldn't put me together again
'Cause all of my enemies started out friends
Help me hold on to you

I've been the archer, I've been the prey
Who could ever leave me, darling
But who could stay?
(I see right through me, I see right through me)
Who could stay?
Who could stay?
Who could stay?
You could stay
You could stay

Combat, I'm ready for combat",True
Lover,False,2019-08-23,6.0,I Think He Knows,Taylor Swift,,True,,,2019-08-23,0.45,0.29,0.34,0.97,0.77,0.46,99.38,173386.0,False,10.0,0.0,A#,minor,A# minor,"I think he knows
His footprints on the sidewalk
Lead to where I can't stop
Go there every night
I think he knows
His hands around a cold glass
Make me wanna know that
Body like it's mine

He got that boyish look that I like in a man
I am an architect, I'm drawing up the plans
It's like I'm 17, nobody understands
No one understands

He got my heartbeat
Skipping down 16th Avenue
Got that, oh, I mean
Wanna see what's under that attitude like
I want you, bless my soul
And I ain't gotta tell him, I think he knows
I think he knows

I think he knows
When we get all alone
I'll make myself at home
And he'll want me to stay
I think he knows
He better lock it down
Or I won't stick around
'Cause good ones never wait (Ha)

He got that boyish look that I like in a man
I am an architect, I'm drawing up the plans
He's so obsessed with me and, boy, I understand
Boy, I understand

He got my heartbeat (Heartbeat)
Skipping down 16th Avenue
Got that, oh, I mean (I mean)
Wanna see what's under that attitude like
I want you, bless my soul
And I ain't gotta tell him, I think he knows
I think he knows

I want you, bless my
I want you, bless my soul
I want you, bless my
I want you, bless my soul

Lyrical smile, indigo eyes, hand on my thigh
We can follow the sparks, I'll drive
Lyrical smile, indigo eyes, hand on my thigh
We can follow the sparks, I'll drive
""So where we gonna go?""
I whisper in the dark
""Where we gonna go?""
I think he knows

He got my heartbeat (Heartbeat)
Skipping down 16th Avenue (Baby)
Got that, oh, I mean (I mean)
Wanna see what's under that attitude like (Yeah)
I want you, bless my soul
And I ain't gotta tell him, I think he knows
I think he knows

I want you, bless my
I want you, bless my soul
I want you, bless my (Oh, baby)
I want you, bless my soul (He got my heartbeat)
I want you, bless my (Skipping down 16th Avenue, baby)
I want you, bless my soul
I want you, bless my soul
And I ain't gotta tell him, I think he knows",True
Lover,False,2019-08-23,7.0,Miss Americana & The Heartbreak Prince,Taylor Swift,,True,,,2019-08-23,0.53,0.29,0.37,0.95,0.78,0.8,152.0,234146.0,False,2.0,1.0,D,major,D major,"111 ContributorsTranslationsEnglishHrvatskiPortuguêsPolskiItalianoFrançaisMiss Americana & The Heartbreak Prince Lyrics[Verse 1]
You know I adore you, I'm crazier for you
Than I was at 16, lost in a film scene
Waving homecoming queens, marching band playing
I'm lost in the lights
American glory faded before me
Now I'm feeling hopeless, ripped up my prom dress
Running through rose thorns, I saw the scoreboard
And ran for my life (Ah)

[Pre-Chorus]
No cameras catch my pageant smile
I counted days, I counted miles
To see you there, to see you there
It's been a long time coming, but
[Chorus]
It's you and me, that's my whole world
They whisper in the hallway, ""She's a bad, bad girl"" (Okay)
The whole school is rolling fake dice
You play stupid games, you win stupid prizes
It's you and me, there's nothing like this
Miss Americana and The Heartbreak Prince (Okay)
We're so sad, we paint the town blue
Voted most likely to run away with you

[Verse 2]
My team is losing, battered and bruising
I see the high fives between the bad guys
Leave with my head hung, you are the only one
Who seems to care
American stories burning before me
I'm feeling helpless, the damsels are depressed
Boys will be boys then, where are the wise men?
Darling, I'm scared (Ah)

[Pre-Chorus 2]
No cameras catch my muffled cries
I counted days, I counted miles
To see you there, to see you there
And now the storm is coming, but
You might also like[Chorus]
It's you and me, that's my whole world
They whisper in the hallway, ""She's a bad, bad girl"" (Okay)
The whole school is rolling fake dice
You play stupid games, you win stupid prizes
It's you and me, there's nothing like this
Miss Americana and The Heartbreak Prince (Okay)
We're so sad, we paint the town blue
Voted most likely to run away with you

[Bridge]
And I don't want you to (Go), I don't really wanna (Fight)
'Cause nobody's gonna (Win), I think you should come home
And I don't want you to (Go), I don't really wanna (Fight)
'Cause nobody's gonna (Win), I think you should come home
And I don't want you to (Go), I don't really wanna (Fight)
'Cause nobody's gonna (Win), just thought you should know
And I'll never let you (Go) 'cause I know this is a (Fight)
That someday we're gonna (Win)

[Chorus]
It's you and me, that's my whole world
They whisper in the hallway, ""She's a bad, bad girl""
Oh, I just thought you should know (You should know)
It's you and me, there's nothing like this (Like this)
Miss Americana and The Heartbreak Prince (Okay)
We're so sad, we paint the town blue (Paint it blue)
Voted most likely to run away with you
[Post-Chorus]
And I don't want you to (Go), I don't really wanna (Fight)
'Cause nobody's gonna (Win), I think you should come home
And I'll never let you (Go) 'cause I know this is a (Fight)
That someday we're gonna (Win), just thought you should know

[Outro]
It's you and me, that's my whole world
They whisper in the hallway, ""She's a bad, bad girl""
""She's a bad, bad girl""93Embed",True
Lover,False,2019-08-23,8.0,Paper Rings,Taylor Swift,,True,,,2019-08-23,0.46,0.31,0.34,0.96,0.77,0.79,103.36,222400.0,False,4.0,1.0,E,major,E major,"The moon is high
Like your friends were the night that we first met
Went home and tried to stalk you on the internet
Now I've read all of the books beside your bed
The wine is cold
Like the shoulder that I gave you in the street
Cat and mouse for a month or two or three
Now I wake up in the night and watch you breathe

(Ayy)
Kiss me once 'cause you know I had a long night (Oh)
Kiss me twice 'cause it's gonna be alright (Uh)
Three times 'cause I've waited my whole life (1, 2, 1, 2, 3, 4)

I like shiny things, but I'd marry you with paper rings
Uh huh, that's right
Darling, you're the one I want, and
I hate accidents except when we went from friends to this
Uh huh, that's right
Darling, you're the one I want, and
Paper rings and picture frames and dirty dreams
Oh, you're the one I want

In the winter, in the icy outdoor pool
When you jumped in first, I went in too
I'm with you even if it makes me blue
Which takes me back
To the color that we painted your brother's wall
Honey, without all the exes, fights, and flaws
We wouldn't be standing here so tall, so

(Ayy)
Kiss you once 'cause I know you had a long night (Oh)
Kiss you twice 'cause it's gonna be alright (Uh)
Three times 'cause you waited your whole life (1, 2, 1, 2, 3, 4)
Ah

I like shiny things, but I'd marry you with paper rings
Uh huh, that's right
Darling, you're the one I want, and
I hate accidents except when we went from friends to this
Uh huh, that's right
Darling, you're the one I want, and
Paper rings and picture frames and dirty dreams
Oh, you're the one I want

I want to drive away with you
I want your complications too
I want your dreary Mondays
Wrap your arms around me, baby boy
I want to drive away with you
I want your complications too
I want your dreary Mondays
Wrap your arms around me, baby boy
Uh huh

I like shiny things, but I'd marry you with paper rings
Uh huh, that's right, you're the one I want
I hate accidents except when we went from friends to this
Ah-ah, darling, you're the one I want
I like shiny things, but I'd marry you with paper rings
Uh huh, that's right
Darling, you're the one I want, and
I hate accidents except when we went from friends to this
Uh huh, that's right
Darling, you're the one I want, and
Paper rings and picture frames and all my dreams
You're the one I want, and
Paper rings and picture frames and all my dreams
Oh, you're the one I want

You're the one I want, one I want
You're the one I want, one I want",True
Lover,False,2019-08-23,9.0,Cornelia Street,Taylor Swift,,True,,,2019-08-23,0.4,0.31,0.31,0.96,0.78,0.75,101.33,287266.0,False,0.0,1.0,C,major,C major,"We were in the backseat
Drunk on something stronger than the drinks in the bar
""I rent a place on Cornelia Street""
I say casually in the car
We were a fresh page on the desk
Filling in the blanks as we go
As if the street lights pointed in an arrow head
Leading us home

And I hope I never lose you, hope it never ends
I'd never walk Cornelia Street again
That's the kinda heartbreak time could never mend
I'd never walk Cornelia Street again
And baby, I get mystified by how this city screams your name
And baby, I'm so terrified of if you ever walk away
I'd never walk Cornelia Street again
I'd never walk Cornelia Street again

Windows swung right open, autumn air
Jacket 'round my shoulders is yours
We bless the rains on Cornelia Street
Memorize the creaks in the floor
Back when we were card sharks, playing games
I thought you were leading me on
I packed my bags, left Cornelia Street
Before you even knew I was gone

But then you called, showed your hand
I turned around before I hit the tunnel
Sat on the roof, you and I

I hope I never lose you, hope it never ends
I'd never walk Cornelia Street again
That's the kinda heartbreak time could never mend
I'd never walk Cornelia Street again
And baby, I get mystified by how this city screams your name
And baby, I'm so terrified of if you ever walk away
I'd never walk Cornelia Street again
I'd never walk Cornelia Street again

You hold my hand on the street
Walk me back to that apartment
Years ago, we were just inside
Barefoot in the kitchen
Sacred new beginnings
That became my religion, listen

I hope I never lose you
I'd never walk Cornelia Street again
Oh, never again
And baby, I get mystified by how this city screams your name
And baby, I'm so terrified of if you ever walk away
I'd never walk Cornelia Street again
I'd never walk Cornelia Street again

I don't wanna lose you (Hope it never ends)
I'd never walk Cornelia Street again
I don't wanna lose you (Yeah)

""I rent a place on Cornelia Street""
I said casually in the car",True
